"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","minstay","last_modified","latitude","longitude"
"195",4090224,17783651,"Entire home/apt",NA,"South Boston",208,5,8,3,225,NA,"2017-02-16 10:22:51.493810",42.335018,-71.054882
"196",7713728,34916087,"Entire home/apt",NA,"South Boston",124,5,7,3,275,NA,"2017-02-16 10:22:47.719928",42.332358,-71.031397
"197",7881551,1639654,"Entire home/apt",NA,"Back Bay",112,4.5,4,0,210,NA,"2017-02-16 10:22:45.408825",42.353169,-71.078888
"198",1811776,825370,"Entire home/apt",NA,"Back Bay",203,4.5,4,1,289,NA,"2017-02-16 10:22:43.087908",42.35143,-71.074388
"199",708802,3648427,"Entire home/apt",NA,"Charlestown",240,5,4,1,150,NA,"2017-02-16 10:12:53.502880",42.37755,-71.062805
"200",257588,1355344,"Entire home/apt",NA,"South Boston",154,5,6,2,200,NA,"2017-02-16 10:20:24.475947",42.330664,-71.039842
"201",8065282,16284736,"Entire home/apt",NA,"East Boston",101,5,4,2,181,NA,"2017-02-16 10:20:19.614626",42.374966,-71.03337
"202",5709298,2006852,"Entire home/apt",NA,"Beacon Hill",190,5,4,2,173,NA,"2017-02-16 10:12:49.114845",42.359866,-71.067201
"203",2875267,14696258,"Entire home/apt",NA,"Jamaica Plain",167,5,2,0,173,NA,"2017-02-16 10:12:32.389110",42.308837,-71.119351
"204",6554785,28123912,"Entire home/apt",NA,"Beacon Hill",113,5,2,0,160,NA,"2017-02-16 10:12:29.845430",42.359022,-71.063041
"205",6741968,28662502,"Entire home/apt",NA,"Downtown",117,5,4,1,158,NA,"2017-02-16 10:12:27.548593",42.357307,-71.061786
"206",9259184,2006852,"Entire home/apt",NA,"North End",103,5,4,2,178,NA,"2017-02-16 10:12:24.644159",42.365166,-71.056944
"207",3985462,9410008,"Entire home/apt",NA,"Fenway",140,5,3,1,150,NA,"2017-02-16 10:12:23.183095",42.350703,-71.090698
"208",798957,1651480,"Entire home/apt",NA,"South End",223,5,4,2,167,NA,"2017-02-16 10:12:23.177105",42.341213,-71.075711
"209",497810,2329611,"Entire home/apt",NA,"Downtown",161,4.5,8,3,299,NA,"2017-02-16 10:22:57.233020",42.354393,-71.060094
"210",8036024,42431392,"Entire home/apt",NA,"North End",124,5,3,1,150,NA,"2017-02-16 10:12:20.383809",42.363456,-71.057207
"211",3068453,2356643,"Entire home/apt",NA,"Downtown",106,4,3,0,175,NA,"2017-02-16 10:12:20.378255",42.35188,-71.064181
"212",3602379,18150109,"Entire home/apt",NA,"Roxbury",105,4.5,4,1,159,NA,"2017-02-16 10:12:18.738085",42.329091,-71.094573
"213",6552654,20582119,"Entire home/apt",NA,"Back Bay",118,5,2,1,180,NA,"2017-02-16 10:12:16.358450",42.342309,-71.08279
"214",8116523,42431392,"Entire home/apt",NA,"Back Bay",107,4.5,3,1,150,NA,"2017-02-16 10:12:15.804163",42.355528,-71.078341
"215",7330494,38403389,"Entire home/apt",NA,"South Boston",111,5,2,1,150,NA,"2017-02-16 10:12:15.802014",42.330625,-71.05558
"216",23619,93112,"Entire home/apt",NA,"Beacon Hill",138,4.5,2,0,170,NA,"2017-02-16 10:12:15.778975",42.35846,-71.06327
"217",210097,1035747,"Entire home/apt",NA,"Jamaica Plain",126,5,2,1,125,NA,"2017-02-16 10:10:33.151113",42.318635,-71.106406
"218",1327725,7205617,"Entire home/apt",NA,"Brighton",146,4.5,4,2,115,NA,"2017-02-16 10:08:29.658071",42.345668,-71.139219
"219",619142,501427,"Entire home/apt",NA,"Charlestown",112,5,2,1,175,NA,"2017-02-16 10:12:18.700862",42.378079,-71.063433
"220",5025015,25932315,"Entire home/apt",NA,"Jamaica Plain",110,4.5,5,3,175,NA,"2017-02-16 10:12:17.809072",42.325049,-71.106296
"221",8556025,45037374,"Entire home/apt",NA,"North End",106,5,4,2,175,NA,"2017-02-16 10:12:17.804114",42.367585,-71.056305
"222",7003280,36057933,"Entire home/apt",NA,"South Boston",131,4.5,4,2,157,NA,"2017-02-16 10:12:16.383687",42.329982,-71.056171
"223",2174711,5618949,"Entire home/apt",NA,"Longwood Medical Area",111,4.5,4,0,110,NA,"2017-02-16 10:08:20.416939",42.339383,-71.100172
"224",4924910,24997738,"Entire home/apt",NA,"North End",134,4.5,2,1,110,NA,"2017-02-16 10:08:17.318996",42.365763,-71.057356
"225",2898226,10716287,"Entire home/apt",NA,"North End",150,4.5,3,1,112,NA,"2017-02-16 10:08:16.747079",42.364544,-71.053269
"226",322593,1651480,"Entire home/apt",NA,"South End",221,4.5,2,1,117,NA,"2017-02-16 10:08:16.735281",42.343488,-71.076802
"227",6089865,3637081,"Entire home/apt",NA,"North End",148,5,2,1,125,NA,"2017-02-16 10:10:25.331874",42.366924,-71.056076
"228",311240,1600541,"Entire home/apt",NA,"Back Bay",107,4.5,2,0,125,NA,"2017-02-16 10:10:24.210173",42.352624,-71.080514
"229",3129309,3637081,"Entire home/apt",NA,"North End",196,4.5,2,1,125,NA,"2017-02-16 10:10:24.202753",42.365709,-71.055603
"230",766700,3637081,"Entire home/apt",NA,"North End",278,4.5,2,1,125,NA,"2017-02-16 10:10:22.595554",42.366393,-71.055369
"231",916123,3637081,"Entire home/apt",NA,"North End",312,4.5,2,1,125,NA,"2017-02-16 10:10:21.953738",42.367223,-71.05736
"232",1615033,3637081,"Entire home/apt",NA,"North End",254,4.5,2,1,135,NA,"2017-02-16 10:10:21.938503",42.36796,-71.055729
"233",2395326,12230539,"Entire home/apt",NA,"South End",182,5,2,1,124,NA,"2017-02-16 10:10:20.526264",42.346433,-71.070916
"234",4553903,10850877,"Entire home/apt",NA,"North End",167,4.5,3,1,125,NA,"2017-02-16 10:10:18.929795",42.365619,-71.056977
"235",815639,3637081,"Entire home/apt",NA,"North End",312,4.5,2,1,125,NA,"2017-02-16 10:10:17.955223",42.367581,-71.056113
"236",36885,159160,"Entire home/apt",NA,"Fenway",128,5,2,1,125,NA,"2017-02-16 10:10:17.931954",42.346335,-71.088323
"237",8271384,43613912,"Entire home/apt",NA,"South Boston Waterfront",124,5,2,0,125,NA,"2017-02-16 10:10:16.446316",42.343056,-71.051731
"238",891661,4737456,"Entire home/apt",NA,"North End",213,4.5,4,1,125,NA,"2017-02-16 10:10:16.444310",42.368531,-71.053626
"239",4105704,21299112,"Entire home/apt",NA,"Jamaica Plain",112,5,2,1,135,NA,"2017-02-16 10:10:16.441247",42.302364,-71.11491
"240",6181758,31804748,"Entire home/apt",NA,"Downtown",124,5,4,2,100,NA,"2017-02-16 10:05:39.859084",42.357152,-71.059537
"241",3410087,17194624,"Entire home/apt",NA,"Back Bay",103,4,2,0,119,NA,"2017-02-16 10:08:25.677466",42.352727,-71.081936
"242",1071235,965697,"Entire home/apt",NA,"Jamaica Plain",172,4.5,2,1,70,NA,"2017-02-16 10:05:00.975348",42.317478,-71.108195
"243",6323935,31804748,"Entire home/apt",NA,"Back Bay",118,5,2,1,65,NA,"2017-02-16 10:05:00.967693",42.344028,-71.08292
"244",66288,324630,"Entire home/apt",NA,"Mission Hill",440,4,2,0,75,NA,"2017-02-16 10:05:00.952486",42.332152,-71.106742
"245",9896713,19509044,"Entire home/apt",NA,"Brighton",133,4.5,5,1,49,NA,"2017-02-16 10:04:56.990863",42.347416,-71.167319
"246",4568116,11228809,"Entire home/apt",NA,"Roxbury",204,5,2,1,50,NA,"2017-02-16 10:04:56.948047",42.329527,-71.09199
"247",625012,3100734,"Private room",NA,"South End",124,5,2,1,250,NA,"2017-02-16 09:50:23.562196",42.347071,-71.07247
"248",2846739,85770,"Private room",NA,"South End",114,4.5,1,1,125,NA,"2017-02-16 09:49:54.775664",42.346233,-71.073639
"249",4863108,8157833,"Private room",NA,"South Boston",122,4.5,2,1,122,NA,"2017-02-16 09:49:54.740184",42.337748,-71.051454
"250",526970,85770,"Private room",NA,"South End",116,4.5,2,1,130,NA,"2017-02-16 09:49:51.632273",42.34523,-71.072823
"251",4863101,8157833,"Private room",NA,"South Boston",125,4.5,2,1,130,NA,"2017-02-16 09:49:49.959556",42.335695,-71.051267
"252",1038465,85770,"Private room",NA,"South End",179,4.5,1,1,135,NA,"2017-02-16 09:49:48.554351",42.346437,-71.074808
"253",6452246,14007443,"Private room",NA,"Chinatown",129,5,2,1,129,NA,"2017-02-16 09:49:48.526604",42.349555,-71.061881
"254",3616081,18190121,"Entire home/apt",NA,"Jamaica Plain",139,5,3,1,97,NA,"2017-02-16 10:05:29.848039",42.31962,-71.104829
"255",197972,965697,"Entire home/apt",NA,"Jamaica Plain",258,5,3,1,85,NA,"2017-02-16 10:05:29.845698",42.317321,-71.108338
"256",2683284,1015632,"Entire home/apt",NA,"South End",137,4.5,4,1,95,NA,"2017-02-16 10:05:29.822059",42.338075,-71.075329
"257",2776143,324630,"Entire home/apt",NA,"Beacon Hill",284,4,3,0,99,NA,"2017-02-16 10:05:28.113551",42.360873,-71.066672
"258",6742905,324630,"Entire home/apt",NA,"Beacon Hill",163,3.5,2,0,99,NA,"2017-02-16 10:05:28.104458",42.361087,-71.06532
"259",3992208,324630,"Entire home/apt",NA,"Fenway",222,4,4,0,99,NA,"2017-02-16 10:05:28.089515",42.346215,-71.09372
"260",1426754,5578043,"Entire home/apt",NA,"North End",104,4.5,2,1,79,NA,"2017-02-16 10:05:09.345876",42.364824,-71.053707
"261",4304969,1723274,"Entire home/apt",NA,"North End",187,5,4,1,69,NA,"2017-02-16 10:05:05.480409",42.365733,-71.055358
"262",1758953,9247845,"Entire home/apt",NA,"North End",107,4.5,2,1,78,NA,"2017-02-16 10:05:03.207995",42.367359,-71.055654
"263",4909590,25279966,"Entire home/apt",NA,"Allston",128,5,4,0,69,NA,"2017-02-16 10:05:03.173307",42.350493,-71.133281
"264",414419,2027295,"Entire home/apt",NA,"Back Bay",340,4.5,3,1,99,NA,"2017-02-16 10:05:25.515058",42.35387,-71.079723
"265",8400275,324630,"Entire home/apt",NA,"Fenway",110,4,3,0,99,NA,"2017-02-16 10:05:24.004903",42.345691,-71.093266
"266",4765070,24584716,"Entire home/apt",NA,"Jamaica Plain",166,4.5,2,0,90,NA,"2017-02-16 10:05:21.711403",42.325089,-71.10723
"267",536865,2618808,"Entire home/apt",NA,"Dorchester",195,4.5,4,2,90,NA,"2017-02-16 10:05:21.702204",42.310864,-71.06815
"268",4359160,324630,"Entire home/apt",NA,"Beacon Hill",230,4,2,0,99,NA,"2017-02-16 10:05:21.689136",42.361079,-71.065625
"269",994138,5460465,"Private room",NA,"South Boston",106,5,3,1,150,NA,"2017-02-16 09:50:09.350366",42.336436,-71.039312
"270",2021274,1417977,"Private room",NA,"South Boston",107,4.5,5,1,175,NA,"2017-02-16 09:50:04.708638",42.333818,-71.033196
"271",1815326,9508341,"Private room",NA,"Brighton",141,4.5,2,1,99,NA,"2017-02-16 09:40:56.198447",42.355088,-71.16242
"272",1695275,324630,"Entire home/apt",NA,"Fenway",300,4,4,1,99,NA,"2017-02-16 10:05:27.484200",42.347726,-71.093948
"273",1497879,2776892,"Entire home/apt",NA,"East Boston",374,4.5,3,1,99,NA,"2017-02-16 10:05:27.475825",42.366885,-71.036151
"274",4820071,93916,"Private room",NA,"East Boston",207,5,3,1,120,NA,"2017-02-16 09:48:13.878997",42.374169,-71.03424
"275",568234,2796082,"Private room",NA,"Jamaica Plain",149,5,4,1,110,NA,"2017-02-16 09:48:13.239377",42.303347,-71.104974
"276",22354,85770,"Private room",NA,"South End",234,4.5,1,1,110,NA,"2017-02-16 09:48:06.645544",42.344957,-71.074857
"277",5734770,27015747,"Private room",NA,"South End",117,5,2,1,105,NA,"2017-02-16 09:48:04.957862",42.34708,-71.073611
"278",1115394,884747,"Private room",NA,"Jamaica Plain",205,5,2,1,91,NA,"2017-02-16 09:45:45.379112",42.310009,-71.101764
"279",26160,46575,"Private room",NA,"Jamaica Plain",109,5,3,1,89,NA,"2017-02-16 09:45:42.384117",42.3195,-71.112318
"280",217498,1123263,"Private room",NA,"Brighton",132,5,2,1,100,NA,"2017-02-16 09:45:23.293619",42.352573,-71.150565
"281",1821633,7799789,"Private room",NA,"Dorchester",140,5,2,1,100,NA,"2017-02-16 09:40:49.153244",42.309577,-71.047923
"282",4586590,21890476,"Private room",NA,"South Boston",120,5,2,1,99,NA,"2017-02-16 09:40:45.134399",42.330251,-71.05624
"283",1885386,92630065,"Private room",NA,"Jamaica Plain",140,5,2,1,85,NA,"2017-02-16 09:40:44.057683",42.308852,-71.116432
"284",1141522,1407005,"Private room",NA,"East Boston",292,4.5,2,1,100,NA,"2017-02-16 09:40:44.054992",42.37752,-71.034181
"285",1167221,92630065,"Private room",NA,"Jamaica Plain",110,5,3,1,90,NA,"2017-02-16 09:40:44.034527",42.307768,-71.116258
"286",3727560,19036819,"Private room",NA,"Roxbury",103,4.5,2,1,85,NA,"2017-02-16 09:40:42.539613",42.329231,-71.079758
"287",1935042,10013311,"Private room",NA,"Beacon Hill",112,4.5,2,1,100,NA,"2017-02-16 09:40:42.514861",42.357056,-71.066182
"288",1147871,1407005,"Private room",NA,"East Boston",281,4.5,2,1,95,NA,"2017-02-16 09:40:41.619733",42.377612,-71.035198
"289",2295530,11725202,"Private room",NA,"Jamaica Plain",140,5,3,1,84,NA,"2017-02-16 09:40:41.571346",42.317786,-71.105136
"290",225224,85770,"Private room",NA,"South End",210,4.5,1,1,98,NA,"2017-02-16 09:40:41.561185",42.346428,-71.07503
"291",6870366,13382900,"Private room",NA,"Longwood Medical Area",198,5,1,1,84,NA,"2017-02-16 09:40:40.768113",42.33902,-71.106641
"292",1885825,92630065,"Private room",NA,"Jamaica Plain",122,5,3,1,85,NA,"2017-02-16 09:40:40.744573",42.30968,-71.117597
"293",8720718,45771009,"Private room",NA,"Jamaica Plain",113,5,2,1,85,NA,"2017-02-16 09:40:40.735113",42.315694,-71.106209
"294",318050,1632478,"Private room",NA,"South End",194,5,2,1,99,NA,"2017-02-16 09:40:40.730251",42.339796,-71.078534
"295",7693354,28184994,"Private room",NA,"Dorchester",136,4.5,2,1,82,NA,"2017-02-16 09:40:39.380033",42.312676,-71.053716
"296",3945704,20447366,"Private room",NA,"Dorchester",113,5,2,1,95,NA,"2017-02-16 09:40:39.356752",42.325947,-71.059218
"297",1178162,1407005,"Private room",NA,"East Boston",259,4.5,2,1,95,NA,"2017-02-16 09:40:39.346944",42.377796,-71.034666
"298",6676364,13382900,"Private room",NA,"Longwood Medical Area",211,5,1,1,84,NA,"2017-02-16 09:40:39.332901",42.338869,-71.1071
"299",1881298,1920539,"Private room",NA,"Jamaica Plain",225,5,2,1,90,NA,"2017-02-16 09:40:39.329449",42.300264,-71.111807
"300",1171578,3765817,"Private room",NA,"Brighton",127,5,2,1,99,NA,"2017-02-16 09:42:29.441980",42.35384,-71.167947
"301",3601424,18145041,"Private room",NA,"Brighton",110,5,2,1,80,NA,"2017-02-16 09:35:01.110535",42.352881,-71.158183
"302",1454258,7799789,"Private room",NA,"Dorchester",178,5,2,1,80,NA,"2017-02-16 09:30:37.572061",42.308439,-71.046396
"303",77691,119019,"Private room",NA,"Dorchester",213,4.5,3,1,65,NA,"2017-02-16 09:30:34.485213",42.297709,-71.059791
"304",31796,119019,"Private room",NA,"Dorchester",313,4.5,4,1,65,NA,"2017-02-16 09:30:28.957111",42.299773,-71.060476
"305",447826,2053557,"Private room",NA,"Jamaica Plain",209,5,2,1,71,NA,"2017-02-16 09:30:28.944261",42.317134,-71.10966
"306",4263736,11228809,"Private room",NA,"Roxbury",111,5,2,1,65,NA,"2017-02-16 09:30:27.388896",42.32943,-71.093075
"307",5940866,12720679,"Private room",NA,"East Boston",157,5,2,1,75,NA,"2017-02-16 09:30:25.953924",42.376193,-71.03354
"308",2764624,6103425,"Private room",NA,"Dorchester",130,4.5,4,1,71,NA,"2017-02-16 09:30:24.939699",42.30301,-71.063549
"309",6240901,32373289,"Private room",NA,"Fenway",115,3.5,1,1,68,NA,"2017-02-16 09:30:24.902213",42.338324,-71.094842
"310",6954861,36453929,"Private room",NA,"Brighton",112,5,2,1,80,NA,"2017-02-16 09:30:23.546232",42.338819,-71.148039
"311",205894,119019,"Private room",NA,"Dorchester",142,4.5,2,1,65,NA,"2017-02-16 09:30:23.528676",42.298491,-71.058802
"312",177129,847253,"Private room",NA,"Dorchester",132,4.5,3,1,69,NA,"2017-02-16 09:37:41.606747",42.293428,-71.067731
"313",200265,847253,"Private room",NA,"Dorchester",125,4.5,3,1,79,NA,"2017-02-16 09:37:38.565963",42.293626,-71.066521
"314",2698996,13812113,"Private room",NA,"Jamaica Plain",147,5,2,1,66,NA,"2017-02-16 09:37:31.510774",42.31568,-71.115201
"315",60029,255183,"Private room",NA,"Roxbury",113,5,1,1,75,NA,"2017-02-16 09:37:28.424527",42.325842,-71.089269
"316",1936861,10021116,"Private room",NA,"Roslindale",157,5,1,1,51,NA,"2017-02-16 09:29:22.885261",42.289972,-71.136146
"317",4015972,14303759,"Private room",NA,"Jamaica Plain",119,5,2,1,60,NA,"2017-02-16 09:27:42.029281",42.32162,-71.10551
"318",1884045,9663343,"Private room",NA,"Roxbury",184,4.5,2,1,60,NA,"2017-02-16 09:27:21.826394",42.32657,-71.082798
"319",1850260,9663343,"Private room",NA,"Roxbury",166,4.5,4,1,58,NA,"2017-02-16 09:27:20.841505",42.326108,-71.081813
"320",72811,378555,"Private room",NA,"Allston",127,4.5,2,1,62,NA,"2017-02-16 09:31:11.610655",42.356861,-71.130578
"321",1112067,6103425,"Private room",NA,"Dorchester",145,4.5,2,1,61,NA,"2017-02-16 09:30:51.170352",42.304539,-71.061036
"322",220676,1144302,"Private room",NA,"North End",169,5,5,1,69,NA,"2017-02-16 09:30:49.939087",42.36539,-71.054382
"323",8252058,42838239,"Private room",NA,"East Boston",133,5,2,1,80,NA,"2017-02-16 09:30:48.239131",42.37208,-71.031983
"324",20000,68870,"Private room",NA,"East Boston",296,4.5,2,1,75,NA,"2017-02-16 09:30:18.094277",42.383828,-71.000381
"325",2798787,13372537,"Private room",NA,"Jamaica Plain",119,5,2,1,75,NA,"2017-02-16 09:30:16.428462",42.324514,-71.105406
"326",2014882,1521296,"Private room",NA,"Brighton",119,4.5,4,1,70,NA,"2017-02-16 09:30:15.509876",42.341261,-71.157173
"327",1112193,6103425,"Private room",NA,"Dorchester",147,4.5,2,1,65,NA,"2017-02-16 09:30:15.495479",42.298876,-71.064891
"328",1178106,1407005,"Private room",NA,"East Boston",283,4.5,2,1,77,NA,"2017-02-16 09:30:15.470059",42.376689,-71.034282
"329",57800,68870,"Private room",NA,"East Boston",213,4.5,1,1,70,NA,"2017-02-16 09:30:14.129654",42.383021,-71.000332
"330",9676551,22249835,"Private room",NA,"Jamaica Plain",124,5,2,1,69,NA,"2017-02-16 09:30:14.041431",42.31613,-71.105051
"331",1161210,3887707,"Private room",NA,"West Roxbury",172,4.5,4,1,60,NA,"2017-02-16 09:29:58.247952",42.271761,-71.167592
"332",7692933,9508341,"Private room",NA,"Brighton",113,5,1,1,59,NA,"2017-02-16 09:22:22.170629",42.35568,-71.162145
"333",11983286,35275808,"Private room",NA,"Hyde Park",103,5,3,1,51,NA,"2017-02-16 09:22:19.210233",42.258936,-71.11887
"334",1179399,6430732,"Private room",NA,"Dorchester",107,5,2,1,60,NA,"2017-02-16 09:22:18.221730",42.295244,-71.065448
"335",5085125,5235073,"Private room",NA,"Allston",146,4.5,2,1,60,NA,"2017-02-16 09:22:18.210950",42.350732,-71.127716
"336",1529321,8139434,"Private room",NA,"Allston",113,4.5,2,1,59,NA,"2017-02-16 09:22:10.061448",42.35528,-71.134499
"337",3987926,1480518,"Private room",NA,"Jamaica Plain",197,5,2,1,50,NA,"2017-02-16 09:22:07.099883",42.295587,-71.119416
"338",1136972,1480518,"Private room",NA,"Jamaica Plain",307,5,2,1,50,NA,"2017-02-16 09:22:07.084512",42.294442,-71.119945
"339",27546,119019,"Private room",NA,"Dorchester",183,4.5,3,1,60,NA,"2017-02-16 09:22:05.788773",42.298349,-71.059104
"340",3693850,18807469,"Private room",NA,"Jamaica Plain",190,5,2,1,52,NA,"2017-02-16 09:22:05.774143",42.299824,-71.112572
"341",3988018,1480518,"Private room",NA,"Jamaica Plain",203,5,2,1,50,NA,"2017-02-16 09:22:05.766901",42.295528,-71.11929
"342",2843596,3351569,"Private room",NA,"South Boston",102,5,1,1,50,NA,"2017-02-16 09:22:04.903882",42.334096,-71.028288
"343",9894686,8267675,"Private room",NA,"Dorchester",116,4.5,2,1,49,NA,"2017-02-16 09:22:04.888267",42.293162,-71.072729
"344",47521,119019,"Private room",NA,"Dorchester",252,4.5,3,1,55,NA,"2017-02-16 09:22:02.968144",42.29772,-71.05924
"345",5882411,18807469,"Private room",NA,"Jamaica Plain",118,5,2,1,52,NA,"2017-02-16 09:22:01.616559",42.298471,-71.110658
"346",4025194,1480518,"Private room",NA,"Jamaica Plain",170,5,2,1,50,NA,"2017-02-16 09:22:01.594651",42.295723,-71.119421
"347",1178371,6430732,"Private room",NA,"Dorchester",111,5,1,1,50,NA,"2017-02-16 09:22:01.587278",42.294568,-71.066813
"348",1391215,119019,"Private room",NA,"Dorchester",128,4.5,1,1,45,NA,"2017-02-16 09:22:16.767860",42.298011,-71.058447
"349",7880828,41542719,"Private room",NA,"East Boston",106,4.5,1,1,57,NA,"2017-02-16 09:22:15.159455",42.377833,-71.030262
"350",4293597,9189449,"Private room",NA,"Allston",116,4.5,1,1,40,NA,"2017-02-16 09:20:10.388789",42.350194,-71.142152
"351",750438,3945438,"Private room",NA,"Jamaica Plain",102,5,2,1,35,NA,"2017-02-16 09:20:07.436108",42.306812,-71.110524
"352",1544702,6608084,"Private room",NA,"Dorchester",268,5,3,1,36,NA,"2017-02-16 09:20:05.822480",42.309449,-71.04555
"353",1321422,6608084,"Private room",NA,"Dorchester",238,5,3,1,32,NA,"2017-02-16 09:20:05.817523",42.30838,-71.046943
"354",1472520,6608084,"Private room",NA,"Dorchester",273,5,3,1,34,NA,"2017-02-16 09:20:05.799255",42.308105,-71.046196
"355",4793787,24658662,"Private room",NA,"Dorchester",122,5,2,1,35,NA,"2017-02-16 09:20:04.251134",42.317513,-71.053864
"356",1472481,6608084,"Private room",NA,"Dorchester",278,5,3,1,34,NA,"2017-02-16 09:20:03.468988",42.309774,-71.047153
"357",3946215,20447366,"Private room",NA,"Dorchester",132,5,1,1,35,NA,"2017-02-16 09:20:03.443000",42.325215,-71.058608
"358",1332786,6608084,"Private room",NA,"Dorchester",145,5,1,1,27,NA,"2017-02-16 09:20:00.083915",42.309219,-71.045641
"359",1584362,6608084,"Private room",NA,"Dorchester",275,5,3,1,20,NA,"2017-02-16 09:19:58.464842",42.310502,-71.048116
"360",1426754,5578043,"Entire home/apt",NA,"North End",107,4.5,2,1,79,NA,"2017-03-12 22:14:56.507819",42.364824,-71.053707
"361",3749523,3842205,"Entire home/apt",NA,"Charlestown",130,4.5,7,4,450,NA,"2017-03-12 22:12:49.427472",42.371913,-71.06333
"362",6142396,31862615,"Shared room",NA,"East Boston",148,5,2,1,52,NA,"2017-03-12 23:06:08.483228",42.368663,-71.03493
"363",9896713,19509044,"Entire home/apt",NA,"Brighton",139,4.5,5,1,89,NA,"2017-03-12 22:47:15.379924",42.347416,-71.167319
"364",4151979,21541399,"Entire home/apt",NA,"South Boston",110,5,8,4,500,NA,"2017-03-12 22:11:36.955800",42.336144,-71.035531
"365",163941,8229,"Entire home/apt",NA,"Roxbury",154,4.5,6,2,225,NA,"2017-03-12 21:58:00.382352",42.329647,-71.095027
"366",7914359,20582119,"Entire home/apt",NA,"Downtown",105,4.5,6,2,365,NA,"2017-03-12 22:11:23.562373",42.355202,-71.06057
"367",3721095,10477638,"Entire home/apt",NA,"Charlestown",111,5,6,3,375,NA,"2017-03-12 22:11:23.543734",42.381348,-71.061908
"368",6134867,20582119,"Entire home/apt",NA,"Downtown",147,4.5,4,2,325,NA,"2017-03-12 22:11:20.597185",42.356239,-71.060427
"369",2881388,9410008,"Entire home/apt",NA,"Back Bay",107,5,7,3,225,NA,"2017-03-12 21:55:48.186769",42.347617,-71.08495
"370",7881551,1639654,"Entire home/apt",NA,"Back Bay",112,4.5,4,0,210,NA,"2017-03-12 21:55:46.828297",42.353169,-71.078888
"371",3302294,1369968,"Entire home/apt",NA,"Back Bay",166,4.5,2,1,245,NA,"2017-03-12 21:55:39.359349",42.352578,-71.082599
"372",4090224,17783651,"Entire home/apt",NA,"South Boston",208,5,8,3,225,NA,"2017-03-12 21:55:18.043021",42.335018,-71.054882
"373",3969526,5408229,"Entire home/apt",NA,"South End",142,5,4,2,255,NA,"2017-03-12 21:55:15.066644",42.337627,-71.073947
"374",9259184,2006852,"Entire home/apt",NA,"North End",108,5,4,2,255,NA,"2017-03-12 21:55:15.060214",42.365166,-71.056944
"375",554720,2727109,"Entire home/apt",NA,"Jamaica Plain",122,4.5,6,2,240,NA,"2017-03-12 21:55:13.098632",42.318569,-71.114154
"376",497810,2329611,"Entire home/apt",NA,"Downtown",162,4.5,8,3,299,NA,"2017-03-12 21:55:57.923055",42.354393,-71.060094
"377",5709298,2006852,"Entire home/apt",NA,"Beacon Hill",194,5,4,2,199,NA,"2017-03-12 21:51:52.833302",42.359866,-71.067201
"378",3602379,18150109,"Entire home/apt",NA,"Roxbury",108,4.5,4,1,159,NA,"2017-03-12 21:44:28.480185",42.329091,-71.094573
"379",3528826,10493424,"Entire home/apt",NA,"Back Bay",115,5,4,1,239,NA,"2017-03-12 21:55:05.665788",42.354722,-71.075246
"380",7713728,34916087,"Entire home/apt",NA,"South Boston",128,5,7,3,275,NA,"2017-03-12 21:54:53.768838",42.332358,-71.031397
"381",1811776,825370,"Entire home/apt",NA,"Back Bay",212,4.5,4,1,289,NA,"2017-03-12 21:54:50.589189",42.35143,-71.074388
"382",311240,1600541,"Entire home/apt",NA,"Back Bay",108,4.5,2,0,150,NA,"2017-03-12 21:41:37.711625",42.352624,-71.080514
"383",798957,1651480,"Entire home/apt",NA,"South End",225,5,4,2,167,NA,"2017-03-12 21:41:21.584350",42.341213,-71.075711
"384",257588,1355344,"Entire home/apt",NA,"South Boston",156,5,6,2,200,NA,"2017-03-12 21:51:40.644322",42.330664,-71.039842
"385",508017,2503703,"Entire home/apt",NA,"Beacon Hill",199,4.5,2,1,199,NA,"2017-03-12 21:51:35.204856",42.359145,-71.067851
"386",708802,3648427,"Entire home/apt",NA,"Charlestown",241,5,4,1,150,NA,"2017-03-12 21:48:23.603615",42.37755,-71.062805
"387",169430,807320,"Entire home/apt",NA,"Roxbury",109,4.5,10,4,150,NA,"2017-03-12 21:47:42.499488",42.321582,-71.090472
"388",3068453,2356643,"Entire home/apt",NA,"Downtown",106,4,3,0,175,NA,"2017-03-12 21:40:47.102401",42.35188,-71.064181
"389",2875267,14696258,"Entire home/apt",NA,"Jamaica Plain",168,5,2,0,173,NA,"2017-03-12 21:40:47.089523",42.308837,-71.119351
"390",4924910,24997738,"Entire home/apt",NA,"North End",139,4.5,2,1,150,NA,"2017-03-12 21:40:44.291576",42.365763,-71.057356
"391",6741968,28662502,"Entire home/apt",NA,"Downtown",118,5,4,1,179,NA,"2017-03-12 21:40:43.184664",42.357307,-71.061786
"392",414419,2027295,"Entire home/apt",NA,"Back Bay",348,4.5,3,1,150,NA,"2017-03-12 21:40:43.178197",42.35387,-71.079723
"393",7003280,36057933,"Entire home/apt",NA,"South Boston",137,4.5,4,2,176,NA,"2017-03-12 21:40:41.842313",42.329982,-71.056171
"394",6554785,28123912,"Entire home/apt",NA,"Beacon Hill",113,5,2,0,160,NA,"2017-03-12 21:40:41.829981",42.359022,-71.063041
